,ProdTaken,PreferredLoginDevice,CityTier,Occupation,Gender,ProductPitched,PreferredPropertyStar,MaritalStatus,Passport,OwnCar,Designation,Age,DurationOfPitch,NumberOfPersonVisited,NumberOfFollowups,NumberOfTrips,PitchSatisfactionScore,NumberOfChildrenVisited,MonthlyIncome
4217,No,Self Enquiry,Tier-3,Large Business,Male,Super Deluxe,3 Star,Married,No,Yes,Manager,32.0,14.0,4.0,2.0,6.0,1.0,2.0,25607.0
4218,No,Self Enquiry,Tier-1,Small Business,Male,Standard,3 Star,Married,No,Yes,Senior Manager,40.0,7.0,3.0,2.0,2.0,3.0,1.0,28291.0
4219,No,Company Invited,Tier-1,Salaried,Female,Super Deluxe,4 Star,Married,No,Yes,Manager,37.0,31.0,3.0,4.0,2.0,3.0,2.0,24352.0
4220,No,Self Enquiry,Tier-3,Salaried,Male,Super Deluxe,3 Star,Married,No,Yes,Manager,33.0,14.0,4.0,5.0,3.0,3.0,1.0,24162.0
4221,No,Self Enquiry,Tier-1,Salaried,Female,Standard,4 Star,Married,No,No,Senior Manager,39.0,32.0,3.0,5.0,5.0,3.0,2.0,30739.0
4222,No,Company Invited,Tier-1,Salaried,Male,Super Deluxe,3 Star,Married,Yes,Yes,Manager,59.0,7.0,3.0,6.0,4.0,1.0,2.0,24338.0
4223,No,Self Enquiry,Tier-1,Large Business,Male,Multi,3 Star,Married,Yes,Yes,Executive,32.0,12.0,3.0,4.0,2.0,4.0,1.0,23499.0
4224,No,Self Enquiry,Tier-2,Salaried,Male,Super Deluxe,5 Star,Married,No,No,Manager,32.0,9.0,4.0,5.0,5.0,3.0,3.0,25088.0
4225,No,Company Invited,Tier-1,Salaried,Male,Standard,5 Star,Married,No,Yes,Senior Manager,46.0,14.0,4.0,4.0,3.0,1.0,1.0,23888.0
4226,No,Self Enquiry,Tier-1,Salaried,Male,Multi,3 Star,Married,Yes,Yes,Executive,32.0,9.0,3.0,4.0,2.0,4.0,2.0,21373.0
4227,No,Company Invited,Tier-1,Salaried,Female,Standard,4 Star,Married,No,Yes,Senior Manager,34.0,12.0,4.0,4.0,8.0,3.0,2.0,30556.0
4228,No,Self Enquiry,Tier-1,Small Business,Male,Deluxe,5 Star,Married,Yes,Yes,AVP,40.0,17.0,4.0,4.0,4.0,3.0,3.0,35746.0
4229,No,Company Invited,Tier-1,Salaried,Female,Multi,3 Star,Single,No,No,Executive,44.0,17.0,3.0,4.0,2.0,5.0,1.0,21133.0
4230,No,Self Enquiry,Tier-1,Large Business,Female,Deluxe,3 Star,Single,Yes,No,AVP,50.0,7.0,3.0,5.0,2.0,3.0,1.0,32642.0
4231,Yes,Self Enquiry,Tier-1,Small Business,Male,Super Deluxe,4 Star,Married,No,Yes,Manager,53.0,15.0,3.0,5.0,4.0,1.0,1.0,23619.0
4232,No,Self Enquiry,Tier-1,Salaried,Female,Multi,4 Star,Single,Yes,No,Executive,28.0,12.0,3.0,4.0,3.0,3.0,2.0,21156.0
4233,No,Self Enquiry,Tier-3,Large Business,Female,Super Deluxe,4 Star,Married,Yes,Yes,Manager,33.0,15.0,4.0,5.0,3.0,1.0,3.0,23906.0
4234,No,Self Enquiry,Tier-3,Salaried,Male,Super Deluxe,3 Star,Unmarried,Yes,No,Manager,28.0,9.0,4.0,4.0,3.0,4.0,2.0,23156.0
4235,No,Self Enquiry,Tier-3,Small Business,Male,Super Deluxe,3 Star,Married,No,No,Manager,32.0,14.0,4.0,4.0,6.0,1.0,1.0,26225.0
4236,No,Self Enquiry,Tier-1,Small Business,Female,Super Deluxe,3 Star,Unmarried,No,No,Manager,33.0,9.0,4.0,2.0,2.0,3.0,1.0,23733.0
4237,Yes,Self Enquiry,Tier-1,Small Business,Male,Multi,3 Star,Married,Yes,Yes,Executive,29.0,9.0,3.0,6.0,7.0,3.0,2.0,22142.0
4238,No,Self Enquiry,Tier-1,Small Business,Female,Super Deluxe,3 Star,Married,No,Yes,Manager,31.0,35.0,4.0,4.0,3.0,3.0,3.0,24453.0
4239,No,Company Invited,Tier-1,Salaried,Female,Standard,3 Star,Married,No,Yes,Senior Manager,32.0,14.0,3.0,5.0,3.0,1.0,1.0,27621.0
4240,No,Company Invited,Tier-1,Small Business,Male,King,3 Star,Married,No,Yes,VP,40.0,14.0,3.0,5.0,4.0,5.0,1.0,37950.0
4241,Yes,Self Enquiry,Tier-3,Small Business,Female,Super Deluxe,3 Star,Married,Yes,Yes,Manager,40.0,10.0,3.0,4.0,6.0,4.0,2.0,23916.0
4242,No,Company Invited,Tier-3,Small Business,Male,Super Deluxe,3 Star,Unmarried,No,Yes,Manager,34.0,17.0,3.0,5.0,5.0,3.0,1.0,23360.0
4243,No,Self Enquiry,Tier-1,Salaried,Male,King,3 Star,Married,No,Yes,VP,48.0,12.0,3.0,4.0,4.0,1.0,1.0,36978.0
4244,No,Company Invited,Tier-1,Salaried,Female,Super Deluxe,3 Star,Married,No,Yes,Manager,44.0,17.0,3.0,5.0,3.0,3.0,1.0,23935.0
4245,No,Company Invited,Tier-3,Small Business,Male,Super Deluxe,4 Star,Married,Yes,No,Manager,28.0,7.0,4.0,4.0,2.0,1.0,2.0,25027.0
4246,No,Company Invited,Tier-1,Salaried,Female,Super Deluxe,3 Star,Unmarried,No,No,Manager,55.0,27.0,3.0,4.0,5.0,4.0,2.0,23547.0
4247,No,Self Enquiry,Tier-1,Salaried,Female,Standard,5 Star,Married,No,Yes,Senior Manager,44.0,14.0,3.0,4.0,2.0,5.0,1.0,28663.0
4248,No,Self Enquiry,Tier-1,Salaried,Male,Super Deluxe,3 Star,Married,No,Yes,Manager,46.0,15.0,4.0,4.0,2.0,3.0,1.0,22375.0
4249,No,Self Enquiry,Tier-3,Small Business,Male,Super Deluxe,3 Star,Married,Yes,Yes,Manager,41.0,7.0,3.0,6.0,4.0,3.0,1.0,26135.0
4250,Yes,Self Enquiry,Tier-1,Salaried,Male,Multi,5 Star,Married,Yes,No,Executive,30.0,15.0,4.0,6.0,3.0,3.0,2.0,20797.0
4251,No,Self Enquiry,Tier-1,Salaried,Male,Multi,3 Star,Unmarried,No,Yes,Executive,30.0,16.0,2.0,5.0,2.0,1.0,1.0,22661.0
4252,No,Self Enquiry,Tier-3,Small Business,Female,Super Deluxe,3 Star,Married,No,Yes,Manager,31.0,12.0,2.0,5.0,3.0,1.0,1.0,24796.0
4253,No,Self Enquiry,Tier-3,Small Business,Female,Super Deluxe,4 Star,Married,No,No,Manager,28.0,15.0,3.0,4.0,3.0,1.0,2.0,24892.0
4254,No,Self Enquiry,Tier-1,Small Business,Male,Super Deluxe,3 Star,Married,No,Yes,Manager,38.0,12.0,4.0,4.0,2.0,3.0,3.0,25025.0
4255,No,Self Enquiry,Tier-1,Salaried,Male,Standard,3 Star,Married,Yes,Yes,Senior Manager,39.0,22.0,4.0,5.0,2.0,5.0,3.0,30188.0
4256,No,Self Enquiry,Tier-1,Small Business,Female,Standard,3 Star,Unmarried,Yes,Yes,Senior Manager,32.0,14.0,3.0,4.0,3.0,4.0,2.0,25821.0
4257,No,Self Enquiry,Tier-3,Small Business,Female,Super Deluxe,4 Star,Married,Yes,Yes,Manager,30.0,17.0,3.0,5.0,3.0,5.0,1.0,26946.0
4258,No,Self Enquiry,Tier-1,Large Business,Male,Standard,4 Star,Unmarried,No,Yes,Senior Manager,36.0,12.0,4.0,4.0,2.0,3.0,2.0,26773.0
4259,No,Self Enquiry,Tier-1,Salaried,Male,Multi,3 Star,Married,No,No,Executive,24.0,33.0,3.0,4.0,3.0,1.0,2.0,21582.0
4260,No,Self Enquiry,Tier-1,Small Business,Male,Super Deluxe,4 Star,Unmarried,Yes,Yes,Manager,42.0,13.0,4.0,5.0,8.0,3.0,3.0,24710.0
4261,No,Company Invited,Tier-3,Small Business,Male,Super Deluxe,3 Star,Unmarried,No,No,Manager,48.0,11.0,4.0,4.0,5.0,4.0,3.0,21654.0
4262,No,Self Enquiry,Tier-1,Salaried,Female,Deluxe,3 Star,Single,No,No,AVP,43.0,30.0,3.0,4.0,4.0,3.0,2.0,34670.0
4263,No,Company Invited,Tier-3,Salaried,Male,Super Deluxe,3 Star,Married,No,Yes,Manager,30.0,9.0,4.0,4.0,3.0,1.0,2.0,23327.0
4264,No,Self Enquiry,Tier-2,Large Business,Male,Multi,3 Star,Married,Yes,Yes,Executive,43.0,9.0,3.0,4.0,2.0,4.0,2.0,21374.0
4265,No,Self Enquiry,Tier-1,Small Business,Female,Multi,4 Star,Married,No,No,Executive,33.0,9.0,4.0,4.0,3.0,4.0,2.0,21048.0
4266,No,Self Enquiry,Tier-3,Small Business,Female,Standard,3 Star,Married,No,No,Senior Manager,49.0,36.0,4.0,4.0,5.0,4.0,2.0,31182.0
4267,No,Self Enquiry,Tier-1,Small Business,Male,Super Deluxe,5 Star,Married,Yes,Yes,Manager,38.0,13.0,3.0,2.0,6.0,3.0,2.0,24652.0
4268,No,Company Invited,Tier-3,Large Business,Female,Super Deluxe,3 Star,Married,Yes,Yes,Manager,31.0,32.0,3.0,4.0,2.0,3.0,2.0,23414.0
4269,No,Self Enquiry,Tier-3,Salaried,Male,Super Deluxe,3 Star,Married,No,No,Manager,27.0,7.0,3.0,4.0,3.0,5.0,2.0,23974.0
4270,No,Self Enquiry,Tier-1,Salaried,Male,Super Deluxe,3 Star,Unmarried,No,Yes,Manager,43.0,9.0,4.0,5.0,5.0,1.0,1.0,25459.0
4271,Yes,Company Invited,Tier-3,Large Business,Female,Multi,4 Star,Single,Yes,Yes,Executive,22.0,7.0,4.0,5.0,3.0,5.0,3.0,20852.0
4272,No,Company Invited,Tier-3,Small Business,Female,Super Deluxe,3 Star,Unmarried,No,Yes,Manager,37.0,7.0,3.0,4.0,6.0,1.0,2.0,25331.0
4273,No,Company Invited,Tier-3,Small Business,Male,Standard,3 Star,Married,No,No,Senior Manager,37.0,10.0,3.0,5.0,6.0,1.0,1.0,28377.0
4274,No,Self Enquiry,Tier-1,Small Business,Male,Super Deluxe,3 Star,Married,No,No,Manager,58.0,7.0,3.0,4.0,4.0,3.0,2.0,25433.0
4275,No,Self Enquiry,Tier-1,Salaried,Female,Multi,3 Star,Married,Yes,No,Executive,41.0,17.0,3.0,2.0,5.0,3.0,2.0,20891.0
4276,No,Company Invited,Tier-3,Small Business,Male,Multi,3 Star,Unmarried,No,Yes,Executive,22.0,16.0,3.0,4.0,3.0,4.0,1.0,21288.0
4277,Yes,Self Enquiry,Tier-3,Small Business,Female,Multi,3 Star,Unmarried,Yes,No,Executive,34.0,12.0,3.0,4.0,3.0,1.0,2.0,21529.0
4278,No,Self Enquiry,Tier-1,Small Business,Female,Multi,5 Star,Married,No,Yes,Executive,38.0,17.0,4.0,4.0,8.0,1.0,3.0,22130.0
4279,No,Company Invited,Tier-1,Small Business,Female,Super Deluxe,3 Star,Married,No,Yes,Manager,47.0,14.0,2.0,4.0,4.0,5.0,1.0,23936.0
4280,Yes,Company Invited,Tier-3,Small Business,Male,Super Deluxe,4 Star,Unmarried,No,Yes,Manager,42.0,11.0,3.0,4.0,3.0,3.0,1.0,28033.0
4281,No,Self Enquiry,Tier-1,Large Business,Male,Standard,3 Star,Single,No,Yes,Senior Manager,51.0,17.0,4.0,5.0,8.0,5.0,2.0,29174.0
4282,Yes,Self Enquiry,Tier-3,Small Business,Male,Super Deluxe,3 Star,Married,Yes,Yes,Manager,41.0,29.0,4.0,5.0,4.0,3.0,1.0,25058.0
4283,No,Self Enquiry,Tier-1,Salaried,Male,Multi,4 Star,Unmarried,Yes,Yes,Executive,32.0,16.0,3.0,5.0,2.0,3.0,1.0,21335.0
4284,Yes,Self Enquiry,Tier-3,Salaried,Female,Multi,4 Star,Unmarried,No,No,Executive,22.0,19.0,3.0,2.0,3.0,5.0,2.0,21394.0
4285,No,Self Enquiry,Tier-1,Salaried,Male,Multi,3 Star,Single,No,No,Executive,30.0,30.0,3.0,4.0,2.0,3.0,1.0,20879.0
4286,No,Self Enquiry,Tier-1,Salaried,Male,Super Deluxe,4 Star,Unmarried,No,No,Manager,36.0,16.0,4.0,5.0,2.0,1.0,2.0,25218.0
4287,No,Self Enquiry,Tier-1,Small Business,Male,Multi,4 Star,Married,No,No,Executive,28.0,7.0,3.0,4.0,3.0,3.0,1.0,22494.0
4288,No,Self Enquiry,Tier-3,Salaried,Male,Super Deluxe,3 Star,Unmarried,No,Yes,Manager,29.0,16.0,4.0,4.0,3.0,3.0,2.0,23931.0
4289,No,Self Enquiry,Tier-1,Salaried,Male,Standard,3 Star,Single,No,Yes,Senior Manager,50.0,14.0,3.0,5.0,2.0,1.0,1.0,29643.0
4290,No,Self Enquiry,Tier-3,Salaried,Female,Super Deluxe,3 Star,Married,No,Yes,Manager,52.0,21.0,3.0,4.0,6.0,3.0,1.0,23614.0
4291,No,Self Enquiry,Tier-1,Salaried,Female,Multi,3 Star,Married,No,Yes,Executive,37.0,9.0,4.0,4.0,6.0,5.0,1.0,21221.0
4292,Yes,Company Invited,Tier-3,Small Business,Male,Super Deluxe,3 Star,Unmarried,Yes,No,Manager,35.0,26.0,4.0,2.0,2.0,1.0,1.0,23982.0
4293,No,Self Enquiry,Tier-1,Salaried,Female,Deluxe,3 Star,Single,Yes,No,AVP,56.0,9.0,4.0,4.0,4.0,5.0,2.0,35337.0
4294,No,Self Enquiry,Tier-3,Small Business,Female,Super Deluxe,3 Star,Married,Yes,No,Manager,25.0,17.0,4.0,4.0,3.0,1.0,1.0,22938.0
4295,No,Self Enquiry,Tier-3,Large Business,Male,Multi,4 Star,Married,No,Yes,Executive,31.0,9.0,4.0,4.0,3.0,3.0,1.0,21154.0
4296,Yes,Company Invited,Tier-1,Large Business,Male,Multi,5 Star,Unmarried,No,No,Executive,27.0,10.0,4.0,4.0,2.0,3.0,2.0,21780.0
4297,No,Self Enquiry,Tier-1,Small Business,Female,Multi,4 Star,Married,No,Yes,Executive,23.0,18.0,3.0,4.0,3.0,1.0,2.0,20922.0
4298,No,Self Enquiry,Tier-3,Small Business,Male,Standard,3 Star,Married,No,Yes,Senior Manager,37.0,9.0,4.0,5.0,3.0,1.0,2.0,26274.0
4299,Yes,Company Invited,Tier-1,Large Business,Male,Multi,3 Star,Single,Yes,Yes,Executive,31.0,11.0,3.0,4.0,2.0,4.0,1.0,20963.0
4300,No,Self Enquiry,Tier-1,Salaried,Female,Multi,5 Star,Married,No,Yes,Executive,38.0,21.0,4.0,4.0,3.0,4.0,2.0,21712.0
4301,No,Self Enquiry,Tier-3,Small Business,Female,Super Deluxe,4 Star,Married,No,No,Manager,41.0,9.0,3.0,4.0,2.0,1.0,1.0,24393.0
4302,No,Self Enquiry,Tier-1,Salaried,Female,Multi,5 Star,Married,No,No,Executive,43.0,7.0,4.0,4.0,5.0,3.0,3.0,21254.0
4303,No,Self Enquiry,Tier-1,Salaried,Male,Super Deluxe,4 Star,Unmarried,Yes,No,Manager,38.0,17.0,3.0,4.0,4.0,5.0,2.0,22875.0
4304,No,Self Enquiry,Tier-1,Salaried,Male,Deluxe,4 Star,Married,No,Yes,AVP,44.0,19.0,3.0,5.0,3.0,3.0,2.0,33014.0
4305,No,Self Enquiry,Tier-1,Small Business,Female,Super Deluxe,3 Star,Married,No,Yes,Manager,41.0,9.0,4.0,5.0,8.0,5.0,2.0,22126.0
4306,No,Self Enquiry,Tier-1,Small Business,Male,King,5 Star,Married,No,Yes,VP,55.0,12.0,3.0,4.0,4.0,4.0,1.0,38084.0
4307,No,Company Invited,Tier-3,Small Business,Female,Super Deluxe,3 Star,Married,No,No,Manager,35.0,11.0,4.0,4.0,2.0,1.0,1.0,25216.0
4308,No,Self Enquiry,Tier-1,Small Business,Female,Super Deluxe,5 Star,Married,No,Yes,Manager,32.0,14.0,3.0,4.0,3.0,1.0,1.0,22984.0
4309,No,Company Invited,Tier-1,Small Business,Male,Multi,3 Star,Married,No,Yes,Executive,44.0,28.0,4.0,4.0,2.0,4.0,3.0,20936.0
4310,No,Self Enquiry,Tier-1,Salaried,Female,Super Deluxe,3 Star,Married,Yes,Yes,Manager,44.0,15.0,4.0,4.0,6.0,1.0,1.0,23200.0
4311,No,Self Enquiry,Tier-3,Salaried,Female,Super Deluxe,3 Star,Unmarried,Yes,No,Manager,26.0,11.0,4.0,5.0,3.0,1.0,3.0,23165.0
4312,No,Company Invited,Tier-1,Small Business,Female,Super Deluxe,3 Star,Married,Yes,Yes,Manager,38.0,32.0,4.0,4.0,5.0,3.0,3.0,23127.0
4313,No,Self Enquiry,Tier-1,Salaried,Male,Multi,5 Star,Married,No,Yes,Executive,32.0,7.0,4.0,5.0,3.0,4.0,2.0,20896.0
4314,No,Company Invited,Tier-1,Salaried,Male,King,3 Star,Married,Yes,No,VP,40.0,7.0,3.0,4.0,4.0,3.0,1.0,37875.0
4315,No,Company Invited,Tier-3,Salaried,Female,Deluxe,5 Star,Married,No,Yes,AVP,57.0,13.0,3.0,2.0,2.0,3.0,1.0,31890.0
4316,No,Self Enquiry,Tier-3,Large Business,Female,Super Deluxe,3 Star,Unmarried,No,Yes,Manager,31.0,19.0,3.0,4.0,2.0,1.0,2.0,25255.0
4317,No,Self Enquiry,Tier-3,Small Business,Male,Standard,5 Star,Married,No,Yes,Senior Manager,42.0,7.0,3.0,2.0,3.0,3.0,2.0,27070.0
4318,No,Self Enquiry,Tier-1,Small Business,Male,Super Deluxe,5 Star,Married,No,No,Manager,29.0,24.0,4.0,4.0,3.0,1.0,2.0,23236.0
4319,Yes,Self Enquiry,Tier-1,Small Business,Male,Multi,5 Star,Married,No,Yes,Executive,26.0,10.0,4.0,4.0,7.0,5.0,2.0,22709.0
4320,No,Self Enquiry,Tier-1,Small Business,Male,Standard,3 Star,Married,Yes,Yes,Senior Manager,53.0,10.0,3.0,5.0,4.0,1.0,1.0,26647.0
4321,No,Self Enquiry,Tier-1,Salaried,Male,Multi,3 Star,Married,No,No,Executive,46.0,17.0,4.0,4.0,5.0,5.0,3.0,21332.0
4322,No,Self Enquiry,Tier-1,Salaried,Female,Deluxe,3 Star,Married,No,Yes,AVP,53.0,11.0,2.0,4.0,4.0,5.0,1.0,35233.0
4323,No,Company Invited,Tier-1,Salaried,Female,Super Deluxe,3 Star,Married,No,Yes,Manager,43.0,36.0,4.0,4.0,4.0,3.0,2.0,23234.0
4324,No,Self Enquiry,Tier-1,Salaried,Female,Super Deluxe,3 Star,Unmarried,No,Yes,Manager,31.0,9.0,3.0,6.0,4.0,1.0,1.0,24769.0
4325,No,Self Enquiry,Tier-1,Salaried,Female,King,5 Star,Married,No,Yes,VP,61.0,14.0,3.0,4.0,7.0,5.0,1.0,38244.0
4326,No,Self Enquiry,Tier-1,Small Business,Female,Super Deluxe,3 Star,Married,No,Yes,Manager,47.0,25.0,3.0,4.0,4.0,5.0,2.0,23488.0
4327,No,Company Invited,Tier-1,Large Business,Female,Super Deluxe,3 Star,Married,No,No,Manager,43.0,35.0,3.0,5.0,2.0,3.0,2.0,23201.0
4328,Yes,Self Enquiry,Tier-3,Large Business,Female,Multi,4 Star,Unmarried,Yes,No,Executive,25.0,7.0,4.0,4.0,3.0,4.0,1.0,21880.0
4329,Yes,Company Invited,Tier-3,Small Business,Female,Multi,3 Star,Married,No,No,Executive,35.0,13.0,3.0,6.0,2.0,4.0,2.0,21029.0
4330,No,Company Invited,Tier-1,Salaried,Male,Multi,3 Star,Married,Yes,Yes,Executive,39.0,9.0,3.0,4.0,3.0,5.0,1.0,20380.0
4331,No,Self Enquiry,Tier-3,Salaried,Female,King,3 Star,Married,No,Yes,VP,41.0,9.0,4.0,4.0,4.0,3.0,1.0,36719.0
4332,No,Self Enquiry,Tier-1,Salaried,Female,Multi,3 Star,Married,No,No,Executive,27.0,30.0,3.0,4.0,3.0,3.0,1.0,21564.0
4333,No,Company Invited,Tier-1,Salaried,Male,Multi,3 Star,Married,No,Yes,Executive,31.0,10.0,3.0,4.0,6.0,3.0,1.0,20775.0
4334,No,Self Enquiry,Tier-1,Small Business,Male,Standard,3 Star,Married,No,No,Senior Manager,30.0,10.0,4.0,5.0,3.0,1.0,3.0,30613.0
4335,Yes,Self Enquiry,Tier-1,Large Business,Female,Multi,4 Star,Married,No,Yes,Executive,30.0,32.0,4.0,5.0,7.0,3.0,3.0,21224.0
4336,Yes,Self Enquiry,Tier-2,Large Business,Male,Multi,3 Star,Single,No,No,Executive,20.0,9.0,3.0,5.0,3.0,3.0,1.0,21242.0
4337,No,Company Invited,Tier-3,Salaried,Female,Standard,5 Star,Married,No,Yes,Senior Manager,31.0,29.0,4.0,4.0,2.0,1.0,2.0,27090.0
4338,No,Self Enquiry,Tier-3,Small Business,Male,Deluxe,3 Star,Married,No,Yes,AVP,58.0,36.0,3.0,5.0,5.0,3.0,1.0,32796.0
4339,No,Self Enquiry,Tier-1,Salaried,Male,Deluxe,3 Star,Married,No,Yes,AVP,51.0,36.0,3.0,5.0,4.0,5.0,2.0,35724.0
4340,No,Company Invited,Tier-1,Small Business,Female,Multi,3 Star,Single,No,Yes,Executive,31.0,9.0,3.0,4.0,2.0,4.0,1.0,21242.0
4341,No,Company Invited,Tier-3,Small Business,Female,Standard,5 Star,Married,No,Yes,Senior Manager,61.0,35.0,4.0,5.0,6.0,1.0,1.0,28944.0
4342,No,Self Enquiry,Tier-1,Small Business,Female,Super Deluxe,3 Star,Married,No,No,Manager,48.0,9.0,4.0,4.0,7.0,1.0,1.0,23748.0
4343,No,Self Enquiry,Tier-1,Salaried,Male,Deluxe,3 Star,Married,No,Yes,AVP,47.0,9.0,3.0,4.0,4.0,5.0,1.0,36539.0
4344,No,Self Enquiry,Tier-1,Salaried,Male,Multi,3 Star,Unmarried,No,Yes,Executive,36.0,29.0,3.0,6.0,2.0,4.0,2.0,22908.0
4345,No,Self Enquiry,Tier-1,Salaried,Female,Super Deluxe,3 Star,Unmarried,No,No,Manager,55.0,6.0,3.0,4.0,2.0,1.0,1.0,22458.0
4346,No,Self Enquiry,Tier-1,Salaried,Male,Multi,3 Star,Married,No,Yes,Executive,35.0,9.0,4.0,5.0,5.0,5.0,3.0,21446.0
4347,No,Self Enquiry,Tier-3,Small Business,Female,Standard,3 Star,Married,Yes,No,Senior Manager,47.0,17.0,4.0,5.0,4.0,1.0,1.0,27749.0
4348,No,Self Enquiry,Tier-1,Salaried,Male,Standard,4 Star,Married,No,No,Senior Manager,32.0,16.0,3.0,4.0,3.0,3.0,1.0,29326.0
4349,Yes,Self Enquiry,Tier-1,Small Business,Male,Standard,3 Star,Married,Yes,Yes,Senior Manager,34.0,22.0,3.0,4.0,2.0,5.0,1.0,32288.0
4350,Yes,Self Enquiry,Tier-1,Small Business,Male,Multi,3 Star,Married,No,No,Executive,34.0,17.0,3.0,6.0,2.0,5.0,1.0,22086.0
4351,No,Self Enquiry,Tier-3,Small Business,Male,Multi,4 Star,Unmarried,No,No,Executive,31.0,14.0,3.0,4.0,2.0,1.0,1.0,21661.0
4352,No,Self Enquiry,Tier-1,Salaried,Male,Standard,3 Star,Married,Yes,No,Senior Manager,36.0,23.0,4.0,4.0,6.0,1.0,1.0,26310.0
4353,Yes,Company Invited,Tier-1,Salaried,Male,Standard,3 Star,Married,No,Yes,Senior Manager,32.0,27.0,4.0,4.0,5.0,3.0,1.0,28502.0
4354,Yes,Company Invited,Tier-2,Salaried,Female,Standard,5 Star,Married,Yes,Yes,Senior Manager,35.0,30.0,3.0,4.0,2.0,3.0,1.0,28628.0
4355,No,Company Invited,Tier-1,Salaried,Male,Multi,3 Star,Married,No,No,Executive,43.0,12.0,4.0,4.0,6.0,3.0,2.0,20771.0
4356,No,Company Invited,Tier-3,Small Business,Male,Standard,3 Star,Single,No,Yes,Senior Manager,37.0,17.0,3.0,4.0,3.0,1.0,2.0,28658.0
4357,Yes,Company Invited,Tier-1,Large Business,Male,Multi,3 Star,Unmarried,No,No,Executive,23.0,11.0,4.0,5.0,7.0,5.0,1.0,22572.0
4358,No,Self Enquiry,Tier-3,Small Business,Female,Super Deluxe,3 Star,Married,No,Yes,Manager,49.0,9.0,3.0,4.0,4.0,5.0,1.0,22729.0
4359,No,Self Enquiry,Tier-3,Salaried,Female,Deluxe,4 Star,Single,No,Yes,AVP,56.0,25.0,3.0,4.0,5.0,1.0,2.0,35513.0
4360,No,Company Invited,Tier-3,Salaried,Male,Super Deluxe,3 Star,Unmarried,No,No,Manager,42.0,17.0,3.0,4.0,2.0,1.0,2.0,24908.0
4361,No,Self Enquiry,Tier-3,Small Business,Male,Super Deluxe,3 Star,Married,No,No,Manager,36.0,7.0,3.0,4.0,2.0,3.0,2.0,23395.0
4362,No,Self Enquiry,Tier-1,Salaried,Female,Deluxe,3 Star,Single,No,Yes,AVP,41.0,13.0,4.0,4.0,2.0,5.0,1.0,31915.0
4363,No,Company Invited,Tier-1,Salaried,Female,Multi,3 Star,Married,No,Yes,Executive,40.0,15.0,3.0,4.0,3.0,1.0,2.0,22433.0
4364,No,Self Enquiry,Tier-3,Salaried,Male,Super Deluxe,3 Star,Unmarried,Yes,Yes,Manager,32.0,9.0,4.0,4.0,6.0,5.0,2.0,25260.0
4365,No,Self Enquiry,Tier-1,Small Business,Male,Standard,5 Star,Married,Yes,Yes,Senior Manager,43.0,31.0,3.0,4.0,3.0,1.0,1.0,26084.0
4366,No,Self Enquiry,Tier-3,Salaried,Male,Super Deluxe,4 Star,Married,No,Yes,Manager,46.0,9.0,4.0,4.0,2.0,5.0,3.0,23483.0
4367,Yes,Company Invited,Tier-2,Salaried,Female,Multi,3 Star,Married,Yes,No,Executive,27.0,24.0,3.0,4.0,2.0,5.0,2.0,21419.0
4368,No,Self Enquiry,Tier-1,Large Business,Male,Super Deluxe,3 Star,Married,No,Yes,Manager,30.0,26.0,3.0,4.0,6.0,5.0,1.0,22940.0
4369,No,Self Enquiry,Tier-1,Small Business,Female,Deluxe,3 Star,Married,No,Yes,AVP,34.0,7.0,4.0,2.0,6.0,1.0,2.0,34862.0
4370,No,Self Enquiry,Tier-3,Salaried,Male,Standard,3 Star,Married,No,Yes,Senior Manager,32.0,14.0,3.0,5.0,2.0,3.0,1.0,30235.0
4371,Yes,Company Invited,Tier-3,Small Business,Male,Multi,4 Star,Single,Yes,Yes,Executive,19.0,12.0,4.0,4.0,3.0,4.0,1.0,20556.0
4372,No,Company Invited,Tier-3,Salaried,Male,Standard,5 Star,Married,No,No,Senior Manager,41.0,35.0,3.0,6.0,5.0,5.0,2.0,29610.0
4373,No,Company Invited,Tier-1,Salaried,Female,Super Deluxe,3 Star,Unmarried,Yes,No,Manager,42.0,9.0,4.0,5.0,4.0,1.0,1.0,25489.0
4374,No,Self Enquiry,Tier-3,Small Business,Male,Super Deluxe,3 Star,Married,No,No,Manager,27.0,36.0,3.0,4.0,7.0,5.0,1.0,22984.0
4375,No,Self Enquiry,Tier-3,Small Business,Female,Super Deluxe,3 Star,Unmarried,No,Yes,Manager,36.0,7.0,4.0,4.0,3.0,4.0,1.0,23537.0
4376,No,Self Enquiry,Tier-3,Salaried,Male,Super Deluxe,3 Star,Unmarried,No,No,Manager,35.0,28.0,4.0,2.0,3.0,3.0,1.0,24015.0
4377,Yes,Self Enquiry,Tier-1,Large Business,Male,Multi,3 Star,Single,Yes,No,Executive,27.0,31.0,4.0,6.0,3.0,3.0,2.0,21018.0
4378,No,Self Enquiry,Tier-1,Large Business,Female,Standard,3 Star,Unmarried,No,Yes,Senior Manager,38.0,7.0,3.0,4.0,6.0,5.0,1.0,26169.0
4379,No,Company Invited,Tier-1,Small Business,Female,Standard,3 Star,Married,No,No,Senior Manager,47.0,25.0,3.0,4.0,7.0,3.0,2.0,29205.0
4380,No,Self Enquiry,Tier-3,Salaried,Female,Deluxe,5 Star,Married,No,Yes,AVP,42.0,9.0,4.0,4.0,2.0,5.0,2.0,35273.0
